"County","Year","Precinct","ElectionDay","%ElectionDay","AbsenteeMail","%AbsenteeMail","AdvanceInPerson","%AdvanceInPerson","Provisional","%Provisional"
"COBB",2012,"Chattahoochee 01",1728,58.8355464759959,180,6.12870275791624,1019,34.6952672795369,10,0.340483486550902
"COBB",2012,"Cheatham Hill 02",1219,59.6379647749511,152,7.43639921722114,672,32.8767123287671,1,0.0489236790606654
"COBB",2012,"Cheatham Hill 03",1415,52.3492415834258,209,7.73214946355901,1077,39.8446170921199,2,0.0739918608953015
"COBB",2012,"Chalker 01",1336,60.7272727272727,152,6.90909090909091,708,32.1818181818182,4,0.181818181818182
"COBB",2012,"Clarkdale 01",582,57.566765578635,76,7.51730959446093,350,34.6191889218595,3,0.29673590504451
"COBB",2012,"Clarkdale 02",1796,59.6083637570528,157,5.21075340192499,1056,35.0481247925656,4,0.132758048456688
"COBB",2012,"Cooper 01",1317,48.7416728349371,179,6.62472242783124,1193,44.1524796447076,13,0.481125092524056
"COBB",2012,"Chestnut Ridge 01",1652,71.7325227963526,205,8.90143291359097,444,19.279201042119,2,0.0868432479374729
"COBB",2012,"Dickerson 01",1421,69.8623402163225,174,8.55457227138643,435,21.3864306784661,4,0.196656833824975
"COBB",2012,"Dobbins 01",1068,56.657824933687,124,6.57824933687003,663,35.1724137931034,30,1.59151193633952
"COBB",2012,"Dowell 01",1177,54.364896073903,170,7.85219399538106,816,37.6905311778291,2,0.092378752886836
"COBB",2012,"Dodgen 01",1019,68.4351914036266,132,8.86501007387508,337,22.632639355272,1,0.0671591672263264
"COBB",2012,"Durham 01",1706,62.1041135784492,244,8.88241718238078,796,28.9770658900619,1,0.0364033491081179
"COBB",2012,"Davis 01",1012,72.5448028673835,96,6.88172043010753,285,20.4301075268817,2,0.14336917562724
"COBB",2012,"Eastside 01",1437,68.3309557774608,170,8.08368996671422,493,23.4427009034712,3,0.14265335235378
"COBB",2012,"Eastside 02",1871,63.9002732240437,260,8.87978142076503,795,27.1516393442623,2,0.0683060109289618
"COBB",2012,"Elizabeth 01",1055,61.0532407407407,104,6.01851851851852,559,32.349537037037,10,0.578703703703704
"COBB",2012,"Elizabeth 02",921,63.1687242798354,127,8.71056241426612,408,27.9835390946502,2,0.137174211248285
"COBB",2012,"Elizabeth 03",942,67.4785100286533,117,8.3810888252149,334,23.9255014326648,3,0.214899713467049
"COBB",2012,"Elizabeth 04",1074,68.4076433121019,110,7.00636942675159,382,24.3312101910828,4,0.254777070063694
"COBB",2012,"Elizabeth 05",1340,67.8824721377913,181,9.16919959473151,450,22.7963525835866,3,0.151975683890578
"COBB",2012,"East Piedmont 01",933,64.7916666666667,80,5.55555555555556,422,29.3055555555556,5,0.347222222222222
"COBB",2012,"Fair Oaks 01",1178,53.254972875226,171,7.73056057866185,853,38.5623869801085,10,0.452079566003617
"COBB",2012,"Fair Oaks 02",1375,62.1609403254973,136,6.14828209764919,680,30.7414104882459,21,0.949367088607595
"COBB",2012,"Fair Oaks 04",758,66.1431064572426,85,7.41710296684119,297,25.9162303664921,6,0.523560209424084
"COBB",2012,"Fair Oaks 05",555,69.375,78,9.75,162,20.25,5,0.625
"COBB",2012,"Fullers Park 01",1539,65.3503184713376,248,10.5307855626327,564,23.9490445859873,4,0.169851380042463
"COBB",2012,"Ford 01",1265,61.4674441205053,165,8.01749271137026,623,30.2721088435374,5,0.242954324586978
"COBB",2012,"Frey 01",948,61.2403100775194,120,7.75193798449612,480,31.0077519379845,0,0
"COBB",2012,"Garrison Mill 01",1358,70.3991705546916,151,7.82789009849663,419,21.7210990150337,1,0.0518403317781234
"COBB",2012,"Gritters 01",972,65.5428186109238,111,7.48482805124747,397,26.770060687795,3,0.202292650033715
"COBB",2012,"Harmony-Leland 01",1300,39.5738203957382,190,5.78386605783866,1791,54.5205479452055,4,0.121765601217656
"COBB",2012,"Harrison 01",1034,54.9415515409139,172,9.13921360255048,673,35.759829968119,3,0.159404888416578
"COBB",2012,"Hightower 01",1579,69.2543859649123,207,9.07894736842105,492,21.5789473684211,2,0.087719298245614
"COBB",2012,"Hayes 01",1573,59.7190584662111,184,6.98557327258922,876,33.2574031890661,1,0.0379650721336371
"COBB",2012,"Kennesaw 1A",751,68.3348498635123,55,5.00454959053685,291,26.4786169244768,2,0.181983621474067
"COBB",2012,"Kennesaw 2A",1298,55.5175363558597,155,6.62959794696322,875,37.4251497005988,10,0.427715996578272
"COBB",2012,"Kennesaw 2B",1468,65.4772524531668,150,6.69045495093666,620,27.6538804638715,4,0.178412132024978
"COBB",2012,"Kennesaw 3A",575,67.4091441969519,42,4.92379835873388,234,27.432590855803,2,0.234466588511137
"COBB",2012,"Kennesaw 4A",961,64.496644295302,98,6.57718120805369,429,28.7919463087248,2,0.134228187919463
"COBB",2012,"Kennesaw 5A",1177,56.5050408065291,142,6.81709073451752,763,36.6298607777244,1,0.0480076812289966
"COBB",2012,"Kennesaw 5B",1419,67.0288143599433,105,4.95984884270194,590,27.8696268304204,3,0.141709966934341
"COBB",2012,"Kell 01",943,68.086642599278,98,7.07581227436823,343,24.7653429602888,1,0.0722021660649819
"COBB",2012,"Kemp 01",768,55.6521739130435,107,7.7536231884058,503,36.4492753623188,2,0.144927536231884
"COBB",2012,"Kemp 02",1390,54.5740086376129,174,6.83156654888104,981,38.5159010600707,2,0.0785237534354142
"COBB",2012,"Kemp 03",720,51.7613227893602,109,7.83608914450036,562,40.4025880661395,0,0
"COBB",2012,"Lassiter 01",1487,62.1655518394649,224,9.36454849498328,678,28.3444816053512,3,0.125418060200669
"COBB",2012,"Lindley 01",1465,49.9148211243612,167,5.68994889267462,1296,44.1567291311755,7,0.238500851788756
"COBB",2012,"Lost Mountain 01",888,39.96399639964,154,6.93069306930693,1179,53.0603060306031,1,0.045004500450045
"COBB",2012,"Lost Mountain 02",1599,55.8505064617534,293,10.2340202584701,966,33.7408312958435,5,0.174641983932937
"COBB",2012,"Lost Mountain 03",1075,38.6690647482014,176,6.33093525179856,1526,54.8920863309352,3,0.107913669064748
"COBB",2012,"Lost Mountain 04",977,56.8023255813954,148,8.6046511627907,588,34.1860465116279,7,0.406976744186047
"COBB",2012,"Lewis 01",637,61.1324376199616,85,8.1573896353167,317,30.4222648752399,3,0.287907869481766
"COBB",2012,"Mableton 01",1218,42.2769871572371,269,9.33703575147518,1387,48.1430059007289,7,0.242971190558834
"COBB",2012,"Mableton 02",790,53.9249146757679,84,5.73378839590444,589,40.2047781569966,2,0.136518771331058
"COBB",2012,"Mableton 03",929,52.1324354657688,124,6.95847362514029,720,40.4040404040404,9,0.505050505050505
"COBB",2012,"Mableton 04",560,51.7560073937153,107,9.88909426987061,413,38.1700554528651,2,0.184842883548983
"COBB",2012,"Mabry 01",863,68.0063041765169,121,9.53506698187549,282,22.2222222222222,3,0.236406619385343
"COBB",2012,"Macland 01",1193,53.9330922242315,134,6.05786618444846,880,39.7830018083183,5,0.226039783001808
"COBB",2012,"Murdock 01",1932,69.4464414090582,238,8.5549964054637,608,21.8547807332854,4,0.143781452192667
"COBB",2012,"McEachern 01",991,52.489406779661,128,6.77966101694915,768,40.6779661016949,1,0.0529661016949153
"COBB",2012,"McCleskey 01",784,61.8296529968454,102,8.04416403785489,381,30.0473186119874,1,0.0788643533123028
"COBB",2012,"McClure 01",695,63.0671506352087,63,5.71687840290381,341,30.9437386569873,3,0.272232304900181
"COBB",2012,"Marietta 1A",838,51.6964836520666,96,5.92227020357804,661,40.7772979642196,26,1.60394818013572
"COBB",2012,"Marietta 2A",994,52.2882693319306,169,8.89005786428196,737,38.7690689110994,1,0.0526038926880589
"COBB",2012,"Marietta 2B",1481,50.8236101578586,273,9.36856554564173,1151,39.4989704873027,9,0.30885380919698
"COBB",2012,"Marietta 3A",1319,53.1640467553406,168,6.77146311970979,991,39.9435711406691,3,0.120918984280532
"COBB",2012,"Marietta 4A",835,52.4168236032643,159,9.98116760828625,599,37.6020087884495,0,0
"COBB",2012,"Marietta 4B",877,57.0592062459336,152,9.88939492517892,505,32.8562134027326,3,0.195185426154847
"COBB",2012,"Marietta 4C",957,45.4847908745247,190,9.03041825095057,953,45.2946768060837,4,0.190114068441065
"COBB",2012,"Marietta 5A",529,48.8909426987061,239,22.0887245841035,310,28.6506469500924,4,0.369685767097967
"COBB",2012,"Marietta 5B",618,58.0281690140845,85,7.981220657277,354,33.2394366197183,8,0.751173708920188
"COBB",2012,"Marietta 6A",656,55.9726962457338,58,4.94880546075085,451,38.481228668942,7,0.597269624573379
"COBB",2012,"Marietta 6B",1194,65.139116202946,103,5.61920349154392,533,29.0780141843972,3,0.16366612111293
"COBB",2012,"Marietta 7A",840,52.5986224170319,107,6.70006261740764,640,40.0751408891672,10,0.626174076393237
"COBB",2012,"Mars Hill 01",1319,67.4335378323108,134,6.85071574642127,502,25.6646216768916,1,0.0511247443762781
"COBB",2012,"Mars Hill 02",994,60.9442060085837,86,5.2728387492336,550,33.7216431637032,1,0.0613120784794604
"COBB",2012,"Mt Bethel 01",1903,63.9234128317098,323,10.8498488411152,746,25.0587840107491,5,0.167954316425932
"COBB",2012,"Mt Bethel 03",1082,54.7848101265823,198,10.0253164556962,695,35.1898734177215,0,0
"COBB",2012,"Mt Bethel 04",1273,58.7177121771218,257,11.8542435424354,633,29.1974169741697,5,0.230627306273063
"COBB",2012,"North Cobb 01",855,64.0449438202247,61,4.56928838951311,417,31.2359550561798,2,0.149812734082397
"COBB",2012,"Nickajack 01",1437,57.6182838813152,165,6.6158781074579,887,35.5653568564555,5,0.200481154771451
"COBB",2012,"Norton Park 01",1411,58.9390142021721,192,8.02005012531328,785,32.7903091060986,6,0.25062656641604
"COBB",2012,"Nicholson 01",1002,61.6236162361624,114,7.01107011070111,507,31.1808118081181,3,0.18450184501845
"COBB",2012,"Oakdale 01",1360,58.5197934595525,225,9.6815834767642,736,31.6695352839931,3,0.129087779690189
"COBB",2012,"Oregon 01",620,52.7659574468085,83,7.06382978723404,470,40,2,0.170212765957447
"COBB",2012,"Oregon 02",1090,56.5646081992735,141,7.31707317073171,691,35.8588479501816,5,0.259470679813181
"COBB",2012,"Oregon 03",906,50.3613118399111,141,7.83768760422457,741,41.189549749861,11,0.611450806003335
"COBB",2012,"Oregon 04",1078,57.8016085790885,96,5.14745308310992,687,36.8364611260054,4,0.214477211796247
"COBB",2012,"Oregon 05",1300,53.1262770739681,171,6.98814875357581,975,39.8447078054761,1,0.0408663669799755
"COBB",2012,"Oregon 06",940,51.7051705170517,118,6.49064906490649,756,41.5841584158416,4,0.22002200220022
"COBB",2012,"Pebblebrook 01",1239,43.1106471816284,136,4.73208072372999,1491,51.8789144050104,8,0.278357689631176
"COBB",2012,"Powers Ferry 01",1591,71.3452914798206,141,6.32286995515695,484,21.7040358744395,14,0.62780269058296
"COBB",2012,"Pine Mountain 01",1155,56.7288801571709,185,9.08644400785855,693,34.0373280943026,3,0.147347740667976
"COBB",2012,"Pine Mountain 02",1145,57.7699293642785,205,10.343087790111,631,31.8365287588295,1,0.0504540867810293
"COBB",2012,"Post Oak 01",1661,68.6080132176786,251,10.3676166873193,508,20.9830648492359,1,0.0413052457662123
"COBB",2012,"Pope 01",1457,68.6292981629769,176,8.29015544041451,488,22.9863400847857,2,0.0942063118228921
"COBB",2012,"Palmer 01",1073,62.3112659698026,145,8.42044134727062,502,29.1521486643438,2,0.116144018583043
"COBB",2012,"Powder Springs 1A",1565,53.1951053704963,164,5.57443915703603,1204,40.924541128484,9,0.305914343983685
"COBB",2012,"Powder Springs 2A",921,56.5724815724816,88,5.40540540540541,612,37.5921375921376,7,0.42997542997543
"COBB",2012,"Powder Springs 3A",1056,55.4913294797688,123,6.46347871781398,721,37.8875459800315,3,0.157645822385707
"COBB",2012,"Pitner 01",886,72.5040916530278,77,6.30114566284779,257,21.0310965630115,2,0.16366612111293
"COBB",2012,"Rocky Mount 01",1582,69.2947875602278,142,6.21988611476128,557,24.3977222952256,2,0.0876040297853701
"COBB",2012,"Red Rock 01",929,53.6683997689197,137,7.91450028885038,662,38.2437897169266,3,0.173310225303293
"COBB",2012,"Riverside 01",497,49.3545183714002,39,3.87288977159881,470,46.6732869910626,1,0.099304865938431
"COBB",2012,"Roswell 01",1549,72.5526932084309,182,8.52459016393443,403,18.8758782201405,1,0.0468384074941452
"COBB",2012,"Roswell 02",1834,70.4030710172745,241,9.25143953934741,525,20.1535508637236,5,0.191938579654511
"COBB",2012,"Sandy Plains 01",1219,68.5216413715571,145,8.15064643057898,410,23.0466554243957,5,0.281056773468241
"COBB",2012,"Shallowford Falls 01",1538,65.4468085106383,234,9.95744680851064,575,24.468085106383,3,0.127659574468085
"COBB",2012,"Simpson 01",846,64.0423921271764,171,12.9447388342165,304,23.0128690386071,0,0
"COBB",2012,"Sewell Mill 01",1585,70.3506435863293,184,8.16688859298713,484,21.4824678206835,0,0
"COBB",2012,"Sewell Mill 03",1669,63.6536994660564,251,9.57284515636918,694,26.4683447749809,8,0.30511060259344
"COBB",2012,"Smyrna 1A",1223,58.4608030592734,148,7.07456978967495,702,33.5564053537285,19,0.908221797323136
"COBB",2012,"Smyrna 2A",876,57.1801566579634,97,6.33159268929504,555,36.2271540469974,4,0.261096605744125
"COBB",2012,"Smyrna 2B",600,52.5394045534151,59,5.16637478108581,475,41.5936952714536,8,0.700525394045534
"COBB",2012,"Smyrna 3A",1143,54.5845272206304,145,6.92454632282713,793,37.8701050620821,13,0.620821394460363
"COBB",2012,"Smyrna 4A",1558,57.2583608967291,271,9.9595736861448,885,32.5248070562293,7,0.257258360896729
"COBB",2012,"Smyrna 5A",1205,60.039860488291,150,7.47384155455904,641,31.938216243149,11,0.548081714000996
"COBB",2012,"Smyrna 6A",1856,55.0088915234143,315,9.33609958506224,1196,35.4475400118554,7,0.20746887966805
"COBB",2012,"Smyrna 7A",1201,53.9775280898876,259,11.6404494382022,763,34.2921348314607,2,0.0898876404494382
"COBB",2012,"Smyrna 7B",2161,51.8225419664269,320,7.67386091127098,1686,40.431654676259,3,0.0719424460431655
"COBB",2012,"Sope Creek 01",1113,67.7831912302071,131,7.97807551766139,394,23.9951278928136,4,0.243605359317905
"COBB",2012,"Sope Creek 02",1740,59.7527472527472,316,10.8516483516484,850,29.1895604395604,6,0.206043956043956
"COBB",2012,"Sope Creek 03",1335,70.2261967385587,155,8.15360336664913,408,21.462388216728,3,0.157811678064177
"COBB",2012,"Sweetwater 01",1164,59.1163026917217,132,6.70391061452514,662,33.6211274758761,11,0.558659217877095
